# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 27 22:19:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_year = 2019)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
DS Tuc A b,DS Tuc A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,8.13826800000,0.00001100000,-0.00001100000,0,,,,,5.70000000,0.17000000,-0.17000000,0,0.50851994,0.01516638,-0.01516638,0,,,,,,,,,,0.000000,,,0,,,,,850.00,,,0,0,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,G6 V,5428.00,80.00,-80.00,0,0.964000,0.029000,-0.029000,0,1.010000,0.060000,-0.060000,0,0.0000,,,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.06220000,0.06930000,-0.06910000,8.1700000,0.0300000,-0.0300000,6.6760000,0.0340000,-0.0340000,8.3192600,0.0010250,-0.0010250,2019-07-03,2019-07,2019-07-11
DS Tuc A b,DS Tuc A,0,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BENATTI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...630A..81B/abstract target=ref>Benatti et al. 2019</a>,8.13870000000,0.00050000000,-0.00050000000,0,,,,,5.63000000,0.22000000,-0.21000000,0,0.50000000,0.02000000,-0.02000000,0,413.17900000,,,1,1.30000000,,,1,Mass,,,,,,,,,,,,,0,<a refstr=BENATTI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...630A..81B/abstract target=ref>Benatti et al. 2019</a>,G6 V,5542.00,21.00,-21.00,0,0.872000,0.027000,-0.027000,0,0.959000,0.031000,-0.031000,0,-0.0800,0.0600,-0.0600,0,[Fe/H],4.600000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.06220000,0.06930000,-0.06910000,8.1700000,0.0300000,-0.0300000,6.6760000,0.0340000,-0.0340000,8.3192600,0.0010250,-0.0010250,2019-08-09,2019-10,2019-08-15
EPIC 201238110 b,EPIC 201238110,0,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.16960000000,0.00380000000,-0.00430000000,0,,,,,2.20000000,0.54000000,-0.30000000,0,0.20000000,0.04800000,-0.03000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.374000,0.089000,-0.035000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.25900000,1.41400000,-1.39000000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010,2019-09-05,2019-09,2019-09-05
EPIC 201238110 b,EPIC 201238110,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,28.16560000000,0.00270000000,-0.00280000000,0,,,,,1.87000000,0.20000000,-0.45000000,0,0.16683023,0.01784280,-0.04014631,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.410000,0.112000,-0.048000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.25900000,1.41400000,-1.39000000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010,2019-06-03,2019-07,2019-06-13
EPIC 201497682 b,EPIC 201497682,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.13174000000,0.00022000000,-0.00022000000,0,,,,,0.69200000,0.05900000,-0.04800000,0,0.06173610,0.00526363,-0.00428227,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.780000,0.085000,-0.170000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.02600000,1.66400000,-1.66400000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230,2019-06-03,2019-07,2019-06-13
EPIC 201615463 c,K2-166,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.80464000000,0.00091000000,-0.00105000000,0,,,,,1.22000000,0.21000000,-0.17000000,0,0.10884111,0.01873495,-0.01516638,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,1.073000,0.034000,-0.034000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.88200000,9.69200000,-9.32100000,12.0810000,0.0460000,-0.0460000,10.6370000,0.0220000,-0.0220000,11.9456000,0.0002360,-0.0002360,2019-06-03,2019-07,2019-06-13
EPIC 201754305 d,K2-16,1,1,3,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.71578000000,0.00031000000,-0.00031000000,0,,,,,1.03000000,0.08500000,-0.08600000,0,0.09189045,0.00758319,-0.00767241,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.670000,0.030000,-0.040000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.96700000,4.17850000,-4.17850000,14.6680000,0.1370000,-0.1370000,12.0870000,0.0230000,-0.0230000,14.3234000,0.0003590,-0.0003590,2019-06-03,2019-07,2019-06-13
EPIC 201833600 c,K2-50,0,1,2,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.96165000000,0.00035000000,-0.00034000000,0,,,,,1.48000000,0.14000000,-0.21000000,0,0.13200000,0.01200000,-0.01900000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.634000,0.039000,-0.045000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.44300000,3.23900000,-3.23900000,14.7050000,0.1600000,-0.1600000,11.6640000,0.0230000,-0.0230000,14.2575000,0.0005130,-0.0005130,2019-09-05,2019-09,2019-09-05
EPIC 201833600 c,K2-50,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.96151000000,0.00046000000,-0.00051000000,0,,,,,1.00000000,0.12000000,-0.11000000,0,0.08921402,0.01070568,-0.00981354,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.611000,0.056000,-0.056000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.44300000,3.23900000,-3.23900000,14.7050000,0.1600000,-0.1600000,11.6640000,0.0230000,-0.0230000,14.2575000,0.0005130,-0.0005130,2019-06-03,2019-07,2019-06-13
EPIC 201841433 b,EPIC 201841433,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,4.16980000000,0.00010000000,-0.00010000000,0,0.0350000000,0.0009000000,-0.0010000000,0,1.04000000,0.03700000,-0.03200000,0,0.09278259,0.00330092,-0.00285485,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,5053.00,103.00,-166.00,0,0.628461,0.043420,-0.024858,0,0.802000,0.081000,-0.163000,0,0.0000,,,0,[Fe/H],4.595000,0.050000,-2.860000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.48800000,8.17800100,-7.88800000,14.9830000,0.1140000,-0.1140000,12.4540000,0.0300000,-0.0300000,14.5885000,0.0005100,-0.0005100,2020-11-13,2020-08,2020-11-19
EPIC 201841433 b,EPIC 201841433,0,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.16888000000,0.00050000000,-0.00056000000,0,,,,,1.41000000,0.15000000,-0.34000000,0,0.12600000,0.01300000,-0.03000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.628000,0.025000,-0.043000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.48800000,8.17800100,-7.88800000,14.9830000,0.1140000,-0.1140000,12.4540000,0.0300000,-0.0300000,14.5885000,0.0005100,-0.0005100,2019-09-05,2019-09,2019-09-05
EPIC 201841433 b,EPIC 201841433,0,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.16959000000,0.00051000000,-0.00053000000,0,,,,,1.10000000,0.14000000,-0.12000000,0,0.09813543,0.01248996,-0.01070568,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.802000,0.081000,-0.163000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.48800000,8.17800100,-7.88800000,14.9830000,0.1140000,-0.1140000,12.4540000,0.0300000,-0.0300000,14.5885000,0.0005100,-0.0005100,2020-11-13,2019-07,2019-06-13
EPIC 205950854 c,K2-168,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,8.05072200000,0.00007500000,-0.00003800000,0,,,,,1.31000000,0.14400000,-0.06300000,0,0.11687037,0.01284682,-0.00562048,0,,,,,,,,,,,,,,,,,,960.60,20.50,-10.20,0,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,,5502.70,101.00,-50.50,0,0.830000,0.087000,-0.043000,0,0.877000,0.060000,-0.029000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.93500000,4.23900000,-4.09900000,12.3650000,0.0690000,-0.0690000,10.5490000,0.0240000,-0.0240000,12.0976000,0.0003050,-0.0003050,2019-08-09,2019-07,2019-08-15
EPIC 205950854 c,K2-168,0,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,8.04680000000,0.00240000000,-0.00250000000,0,,,,,1.18000000,0.13000000,-0.10000000,0,0.10527255,0.01159782,-0.00892140,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.907000,0.032000,-0.029000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.93500000,4.23900000,-4.09900000,12.3650000,0.0690000,-0.0690000,10.5490000,0.0240000,-0.0240000,12.0976000,0.0003050,-0.0003050,2019-08-09,2019-07,2019-06-13
EPIC 205950854 c,K2-168,0,1,2,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.05160000000,0.00120000000,-0.00110000000,0,,,,,1.62000000,0.16000000,-0.38000000,0,0.14500000,0.01400000,-0.03400000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.904000,0.037000,-0.013000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.93500000,4.23900000,-4.09900000,12.3650000,0.0690000,-0.0690000,10.5490000,0.0240000,-0.0240000,12.0976000,0.0003050,-0.0003050,2019-09-05,2019-09,2019-09-05
EPIC 206024342 b,EPIC 206024342,1,1,3,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.50756000000,0.00062000000,-0.00060000000,0,,,,,1.70000000,0.59000000,-0.31000000,0,0.15166384,0.05263627,-0.02765635,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.928000,0.082000,-0.098000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.88800000,4.99000000,-4.86000000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840,2019-06-03,2019-07,2019-06-13
EPIC 206024342 b,EPIC 206024342,0,1,3,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.50717000000,0.00042000000,-0.00041000000,0,,,,,1.44000000,0.20000000,-0.18000000,0,0.12800000,0.02000000,-0.01600000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.823000,0.100000,-0.042000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.88800000,4.99000000,-4.86000000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840,2019-09-05,2019-09,2019-09-05
EPIC 206032309 b,EPIC 206032309,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.87814000000,0.00023000000,-0.00026000000,0,,,,,1.01000000,0.24000000,-0.13000000,0,0.09010616,0.02141137,-0.01159782,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.221000,0.035000,-0.062000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.36500000,1.79300000,-1.79300000,17.8900000,0.2000000,-0.2000000,12.5380000,0.0260000,-0.0260000,16.0689000,0.0010700,-0.0010700,2019-06-03,2019-07,2019-06-13
EPIC 206042996 b,EPIC 206042996,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,5.29860000000,0.00060000000,-0.00060000000,0,,,,,1.70000000,0.20000000,-0.20000000,0,0.15166410,0.01784284,-0.01784284,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4114.00,99.00,-99.00,0,0.500000,0.040000,-0.040000,0,,,,,0.0060,0.1200,-0.1200,0,[Fe/H],4.800000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.76900000,13.97600000,-13.17600000,16.5900000,1.1330000,-1.1330000,13.0710000,0.0330000,-0.0330000,15.9752000,0.0009690,-0.0009690,2022-03-28,2021-08,2022-03-28
